,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119,phi_120,phi_121,phi_122,phi_123,phi_124,phi_125,phi_126,phi_127,phi_128,phi_129,phi_130,phi_131,phi_132,phi_133,phi_134,phi_135
OASL,-0.0021018237,0.00052144326,0.0029818045,0.00033942814,-0.00048055963,-0.0004606912,2.9355986e-05,9.7624674e-05,0.00016379615,0.001241294,1.3241648e-05,-0.001016205,0.00046984624,0.000945338,7.544103e-05,0.0014227602,-0.0006591275,0.0011770118,1.0405694e-05,0.0011496833,-0.00092023396,0.00069540116,-0.0006481484,-0.0012170199,0.00033051506,-0.00070255843,0.0015974161,0.0020449394,0.002182453,-0.00301928,-0.00096387166,0.0007760138,-0.0012539407,0.0020693361,0.0026301197,-0.0013913567,-1.6534907e-05,0.00086727715,-0.0008422702,-0.00036420784,0.002348498,-0.0030696571,-0.0013116392,1.4902024e-05,-0.0022033986,-0.0012754338,-0.000410199,0.0006736889,0.001998845,0.00044726604,0.002373052,-0.0019964979,-0.0014519751,-0.0007975521,0.0008137438,0.0012090135,-0.0003340977,0.00014747654,-0.00050569547,0.0003246292,0.0003907038,-0.00023521493,-0.00084780174,0.002026876,-0.00041968835,-0.00087117444,8.916284e-05,-0.0006881699,0.00044043022,-0.00043423468,0.0005382583,0.00039304016,-0.0010376286,0.00064648903,-6.395416e-05,-0.0015025664,-0.0004156815,-0.003197533,0.0007118172,-0.00046949685,-0.0015353782,0.000792503,0.00029084546,0.002703099,-0.0021816692,-0.0015335975,-0.0010939526,0.0027709305,0.0023841031,-0.0012149906,-0.0010178499,0.00015134874,-0.002005577,-0.00024927402,0.00072564953,-4.4783646e-06,0.0021061979,0.0014832797,-0.0005758907,0.0016492299,0.0009811738,-0.0017211372,-0.0001264569,-0.0026860575,-0.00094355014,0.0009363672,0.00077871355,-0.0011555495,-0.0012365892,0.0011976364,0.0023531956,-0.0012477199,-0.00044836727,0.001007384,-0.000728694,-0.0012533243,-0.0014785823,0.0018333276,0.000296211,-0.000912162,0.0017790138,-0.0022203526,-0.0008157554,0.0016984211,-0.0011439373,-1.7748036e-05,0.000975466,0.0017190633,-0.0005453525,0.0006406334,0.0005140626,-0.002994481,-0.0019353948,0.00040876027,0.0019593842,-0.0020913656
OLFM3,-0.00011496554,0.0013302485,-0.00053025957,-0.0003608498,0.0007638398,0.000513737,0.0013994408,0.0009089992,-0.00016592913,0.0017794718,-0.00083852175,-0.00024918988,0.00089343486,-0.00067478814,-0.0018695518,0.0001676567,-0.0009855006,-0.0027514822,-0.003818213,-0.006170848,-0.00045514712,0.0008159826,0.002816408,-0.0014620012,0.0012549156,0.007974857,0.0016229316,0.001420995,-0.00087917014,-0.00025414283,-0.0017148022,0.005090865,0.0015000965,-0.00088208093,-0.0012145488,-0.0013832818,-0.0020416258,-0.0010963067,-0.0017710974,0.000924693,0.006750424,-0.00017420236,-0.000560046,0.0070052682,-0.0006473836,-0.0027113247,-0.004253747,-0.0015076968,-0.0022290202,-0.0010808919,-0.0009088215,0.004355685,-0.00053943886,0.0047390126,0.008309019,0.0012843298,0.0056728623,-0.0017775423,0.0008240882,-0.00018542343,0.0052449265,0.0010259238,0.0033937793,-4.806479e-06,-0.0063559255,-0.014108307,0.0018603007,0.000654407,-0.0034890529,0.0026527098,0.0002722996,0.0019463344,-0.0026252347,-0.0022550784,0.0019794074,0.004108042,0.006346734,-0.00045052162,0.0003401969,-0.001704756,0.00084525923,0.00020858487,-0.0020364954,0.00048916467,0.00239888,-0.003651379,-0.0059637367,0.0008151995,0.0032295275,-0.007943893,-0.0013808243,-0.00012409984,1.922264e-05,-0.0011033715,-0.001602003,-0.0058213864,0.0011837902,-0.00028065848,-0.0008403586,-0.0006930609,-0.0010590288,0.00076556124,-0.0031673464,-0.0024694684,0.00088234706,3.0101768e-05,-1.8301098e-05,-0.0015339276,-0.0048652072,-0.0028394996,-0.0063357092,-0.0003361808,0.0011366056,1.8448383e-06,-0.0040868535,-0.0011732037,0.009675593,-0.0012244215,0.0022403856,0.0021496934,-0.0020988807,-0.0022990394,-0.004147699,-0.0002507516,0.013767878,0.0054396596,-0.003337562,-0.0022909958,0.0005155628,-0.0064983047,-0.0029025904,0.002833314,1.1702847e-05,0.0029926144,0.004129267,-0.00244618
OLFM4,-0.0018148322,0.00040413495,0.0022202712,0.00019493386,0.00067547354,0.0007526051,-0.0002559207,0.0006471387,-6.520888e-05,0.0022477861,-0.0019062734,-2.036063e-05,0.0006761257,-0.0012155683,-0.0022467757,-0.0014354294,-6.64189e-05,-0.00088175427,-0.0019891744,-0.0014225553,-4.8801747e-05,0.0009067563,0.0017155713,-0.0028798415,-0.00020509999,-0.00095589226,5.2581127e-05,-0.0014448949,4.9579307e-05,0.00015334427,0.0019965968,0.00052254205,-0.0024705003,0.00020831022,0.0022695668,-0.00043742685,0.00097531464,0.0019767846,-0.00095796934,0.0015875186,-0.0017225682,-0.00093601656,0.0012512455,-0.00026780064,0.00043553516,-0.00073005573,-0.0010906651,0.0032543277,0.0014522508,-0.00016143233,0.004781733,-0.0018665694,-0.0034220144,0.0020661128,-0.0015390285,-0.00031725463,-0.0010263732,0.0030943053,-0.00094832457,-0.0014382137,-0.0009340674,-5.558911e-05,0.0026779422,0.00015539583,0.0009726906,-0.00028901975,0.0022530246,0.0011389706,-0.0003516331,-0.001571942,-0.0014789676,0.00078568235,0.004157607,0.000655705,0.0016642752,0.0014314944,-0.00064520026,-0.00013616815,3.8120743e-05,0.0030752246,-0.0137915835,0.00031970968,0.0029243727,-0.0016348504,0.00028030615,0.0015816995,-7.406533e-05,0.001340489,-9.708686e-05,-0.0005437009,-0.004967962,-0.00029008588,0.0011238434,0.0006894466,-0.00083627814,-0.0010857099,0.0013218509,-0.00045899017,-0.0043257917,0.0009560588,-0.00078442506,0.00014584062,-0.0012762549,-0.00090731145,-0.0001701303,-6.649224e-05,0.002211692,-0.008603306,-0.002459872,-0.00011663939,-0.0006634206,0.00011305513,-0.00015819319,-0.0038733827,0.007256481,-0.0020517579,-0.0015071719,0.00023695405,-0.0010535151,-0.004001165,0.006264017,0.0008265625,0.0017664812,-1.1478571e-05,0.0006866357,-0.00014858344,0.0005532652,-0.00065903174,-0.0029166571,0.00061708566,0.00042477413,0.0023202812,-0.002120412,0.0013908877,0.005070893,0.0011590233
OPCML,-0.004781277,0.00075758033,-0.0034475962,-0.0010552623,-5.0788032e-05,-0.0021515465,-0.004392226,-0.0004102294,-0.0031846752,0.0041739857,0.00044730393,-0.0009386101,-0.004461637,-0.0018460454,0.002173325,-0.0006810136,-0.0043029743,0.000105455365,0.0035662008,-0.0002341743,0.00062140985,0.0020043924,0.0006160697,0.0027097315,-0.00575412,-0.002116357,-0.00092240283,0.0009032734,4.2502717e-05,0.0028817733,-0.0035350705,0.028174682,-5.306139e-05,0.002170865,0.00047140263,-0.00081456173,0.0019237222,-0.0008455913,0.0050981916,-0.0014645532,0.000377106,0.0036604453,0.0027664262,-0.0020788647,0.00072536606,-0.002344099,0.00069421524,0.0001154426,-0.0034733203,-0.006116831,0.00208007,-0.0034426404,-0.0020967452,0.00063740084,0.0016570109,-0.002050321,-0.0028355645,-0.00083824224,-0.0017283515,0.00075155846,0.0006439606,-0.0014683115,-0.0014648216,0.0010978171,0.002722509,0.003107789,-0.0013198517,-0.0060720346,0.0056374944,0.00022418471,0.0011751499,-0.00048981904,-0.0016571498,0.0022831743,0.008390496,-0.00035431195,0.002163786,-0.00046446305,-0.0004599415,0.003505995,-0.00092511496,-0.007914597,-0.0013032423,-0.0023195571,0.007820925,0.00071032543,0.0014274308,-0.0013786426,-0.0022396003,-0.0008098287,0.002720244,-0.005325329,0.00078354595,0.004563137,0.0018230784,0.00525819,-0.0022504665,-0.0021294223,0.0021396,-0.0014370293,-0.0023182181,0.007564479,0.0014619179,0.00092374336,0.00096295873,-0.0018062943,0.00097646593,0.0019559187,-0.0116632655,0.0018552317,0.0031236107,-0.0012247652,-0.00198774,0.001100109,-0.002052662,-0.006248925,-0.0020924248,0.001150967,0.0004853046,-0.0056136386,0.0039496324,-0.0050587254,-0.0009497458,-0.0039938055,-0.0022580824,-0.0023190116,-0.006507955,-0.0030511674,0.00062889705,-0.0009069789,-0.0059424844,0.0038500305,-0.003045491,-0.006790874,0.0037484968,-0.0062747183
OPHN1,-0.0012623831,0.0011359232,-0.0046362495,-0.0017341982,0.00078089023,-0.0008808227,-0.0032064368,-0.000423942,-0.0011680308,0.0031343764,-0.0018609122,-0.0013224396,-0.0011051453,-0.000474702,0.00020352901,0.0009506842,-0.0037445852,-0.0021117884,0.00017856431,-0.00071389566,0.0044257888,0.003886756,0.0011499042,0.002555492,-0.0040370002,-0.00032252853,-0.005335201,-0.0003538697,-0.0028600344,0.00085998565,-0.0001700248,0.01774656,0.0035917412,0.00015236068,0.0006093668,0.0029098955,0.00030004277,0.0017589347,0.0005591929,0.00238205,0.0005935696,0.0024740635,0.0034968692,0.00095591985,8.315846e-05,-0.0030065207,0.0056274184,-0.00020453527,-0.0016647354,-0.0029852777,0.00066134415,0.0018803856,-0.0013322884,-0.00024652673,0.0016387342,-0.0034433894,-0.00059127004,0.00015860819,-0.0024659631,0.0004890208,0.0001725117,-0.00073839363,0.00069954875,0.0012017357,-0.0039648395,0.00012390804,0.0033244577,-0.0034622136,0.004222254,0.0038374532,-0.0024456284,0.0009600465,0.002793448,-0.00224825,0.0026087891,-0.0030483375,-0.0010885837,-0.0024204832,-0.0025316232,0.0006436641,-0.00176189,-0.0057940995,0.00035452624,-0.0008575899,0.0051112883,-0.00360569,0.0012076658,-0.003287081,-0.0009537278,-7.644108e-05,0.0007358728,-0.0024026197,-0.0044708773,0.0011180248,-0.00033446235,6.307025e-05,-0.00051097927,0.0015114672,0.001349238,-0.0018671157,-0.0045065,0.00076820154,-0.0005863783,0.0027932094,0.003298472,0.0006763401,0.00324553,0.0030948105,-0.0071814223,0.0011125983,0.0023945752,-0.0014941235,0.0020929896,-0.0031723795,-0.0020619787,-0.0043267375,0.0025051762,-0.0050013494,0.002829499,-0.0028919827,0.0018468044,-0.0029218344,-0.00018974052,0.001613116,0.0008836916,-0.0023369386,-0.001141683,0.0020019899,-0.0011442767,0.0024771923,-0.008377892,0.0034109054,0.0013606353,-0.002476421,0.002074959,-0.0050297086
OR1K1,-0.0013003993,0.0009799012,0.0022149996,-0.000120492274,0.00042479043,-1.3461555e-05,-0.00071486377,0.0010987225,-0.0003176477,0.00079576886,0.0003250323,-0.00058856746,0.001140064,0.00021616535,-0.0007137168,0.00079133175,-2.1916221e-05,-6.924309e-05,-0.0010737397,0.00060553936,-0.0006312698,-0.0001344192,0.0009887246,-0.0002087762,-6.081537e-06,0.00028420635,-0.00062016933,0.0016086871,0.00043109574,-0.0007897176,0.0004442731,-0.00042439572,-0.00031043772,-0.00044045522,-0.00010309509,-9.020755e-05,-0.00023265234,0.00030794358,1.3307522e-06,3.4752342e-05,0.00017966253,-0.00014093098,-0.0010713488,0.0002647531,6.885112e-05,7.277608e-05,-0.00049546955,0.0008522999,0.00035723488,-0.0009438984,0.00029921602,0.00019957765,-0.00020086436,0.00041874783,-0.000754948,-0.00043618568,0.0005920382,-0.00021923245,-0.00022908139,-0.00073637674,-0.000114414375,0.00021362327,0.000250405,-0.00083907694,0.0004259144,-0.00045614698,0.0010054411,2.1703221e-05,-0.0003962446,0.00046382903,0.00026813752,2.9712852e-05,-0.0002524205,0.00021383191,0.00034311024,7.113693e-05,0.00075133075,-0.0002956898,-0.0008276247,0.00038006334,-0.00041131128,-0.00019123433,0.0004285986,-0.0004255901,0.00051003747,-0.00022667297,5.8366488e-05,2.820901e-06,-0.00075919693,-0.00027689687,-4.9516093e-05,0.0003953346,0.00076313707,-0.00028013362,0.00067453674,-0.001083153,0.0027048106,0.0003129171,-0.0011280978,0.0015686337,-5.198729e-05,0.00036133887,-0.00052016444,0.00017437416,0.0006678874,-0.00041388042,-0.0010616694,-0.0002372055,-0.00035845194,-0.00030244727,0.000476554,-0.0009786009,-0.00095721596,0.0006680686,-0.00093898166,-0.00014626056,-0.00018962435,1.6868045e-05,-0.00015026871,-0.00067756616,0.00013991074,0.00017439309,-0.001332449,2.140456e-05,0.0005250674,-0.00049639307,0.0013441351,0.0004042574,-0.000904243,0.0009389666,0.001159327,0.00010746218,0.0010277923,0.00048254296,-0.00034073569,-5.1802606e-05
OR3A2,-0.000437773,0.00014848767,0.00022536282,0.0006349107,-0.0011556675,0.0005543894,-0.0003943985,-0.0005288771,-0.00014963321,0.0017654102,0.0007384527,-0.00031362075,0.00032522497,0.00043085785,0.00026180284,0.00016207052,-0.0018246365,-0.0007326345,-0.00019588425,-0.0009451605,0.0011752681,0.0004721673,-0.0007469082,-0.00032458716,-0.00016302163,0.0013019495,-0.00040596712,0.00035087147,-0.00247463,-0.00083097373,-0.00012013723,0.000603923,-0.0035362775,-0.00034241288,-0.0015444029,-0.000712909,-0.0014287058,-0.0007089057,0.0005817762,-0.0030459065,0.0011657203,-0.00029967987,-0.0012582338,-0.00032077052,0.0013082989,0.0012142088,0.0009811762,0.0010855728,-9.9193596e-05,4.113232e-05,0.0014500731,-0.0021137476,-0.00029392046,0.0026595516,0.0011264681,0.0022219284,-0.00043483762,-0.001436991,-0.00071850454,-0.00059758354,0.0003166655,0.0025073725,0.00044533797,-0.0035135243,-0.0009932143,0.0007885642,-0.0001903625,9.388631e-05,0.0006692909,-0.0013814014,0.000489732,-0.00066677784,0.00070153497,0.00025583679,-0.0014881853,0.0007579534,0.00050355337,0.0013679703,0.001232185,-2.0366055e-05,0.0005149558,-0.0010214888,-0.00030231787,-0.00034129506,0.0021656628,0.0017070051,0.002680531,0.0016164915,-0.00021120675,-0.0003056448,-0.0012113097,-0.00042558214,0.0007521576,-0.0017147505,0.0017628891,-0.00025008025,-0.00018717884,-0.00076002907,0.00048555125,-0.0003966259,-0.0006451098,0.0009840548,0.00092060905,0.0013771141,0.0021048472,0.00035016183,0.00074151054,-0.000668581,-0.0002896125,-0.002824773,0.0012553002,-0.00049428287,-0.00014778675,-0.0010310266,-0.00035660976,0.0017640167,-0.0062770466,-0.0004777189,-0.0032573445,-0.00035594738,-0.0012562786,-0.00060915435,0.0005782975,0.0016456463,-0.00032556857,-0.0005864516,-0.00086418167,-0.00071511266,-0.00078111736,-0.0028483735,0.0006759354,-0.0018565381,0.0011043156,4.874711e-05,0.001122082,-0.00011696687
OR52E4,-0.0013737471,0.0017279411,0.0017155787,0.0006781729,-0.00063297147,0.00067314703,-0.0003411188,-0.0006235993,0.0005663201,0.0016906359,0.00031047303,-0.00083667785,0.0009783272,-0.0009897659,0.00014807454,0.00031978174,-0.002022906,-0.0020105215,0.0002560459,-0.0003578594,0.0011705674,0.001890919,-0.00090913725,0.0024248816,-0.0020154552,-0.00018260916,0.0013560939,0.001130797,-0.00071021396,0.0010258046,-5.764721e-05,0.00011023194,-0.0028135718,0.0017653644,-0.00086818106,-0.00074606173,0.0005673809,-0.0018671096,-0.00043013174,0.00033715382,0.002443831,-0.00097530126,0.00048205478,-0.00014828233,-0.00014465692,0.0006799911,-0.0017000377,-0.00026817847,0.0017795607,0.0003226869,0.0022543492,-0.0023183753,0.00043807135,-0.002387749,-0.0016759464,0.000674488,-0.00016761616,-0.0011801241,-6.7923225e-05,-0.0005817366,-0.0010325524,-0.0006227011,-0.0021490792,0.0013467805,-0.00010943064,0.0009813947,-0.0007572813,0.00033593955,4.4018216e-05,0.0008992741,-6.104783e-05,-0.00014263303,0.00024043067,0.0009398172,5.5805e-05,-0.00014827955,-0.0004826333,0.0008786158,-7.78226e-05,0.0008267591,0.0011738504,0.00011888956,-0.00096693274,0.0023727294,0.0003534397,0.00023802894,-0.0013615412,-0.00019159916,-0.0008767878,-0.0013035208,-0.000344338,-0.001049659,-0.00031948235,-1.3721427e-05,-0.00020795155,-0.0012713259,-0.0016425074,0.00026364272,-0.0011888997,0.00025148352,0.0016425307,-0.0014082317,0.0010700475,-0.002434177,-1.6005453e-05,-0.0008973651,-0.00048195748,-0.00040186415,-0.0012468507,0.00033688312,0.0029619096,0.0012372558,0.00019690894,0.00079391885,-0.0002760554,-0.00024338553,-0.00035988723,0.0008184926,-0.0010426464,-1.2115003e-05,0.0002816495,-0.0023106453,0.0010125417,-0.0014689924,0.0017731249,0.0015063611,-2.8236731e-05,-0.001559204,0.00230075,0.0008847013,-0.00047284315,-0.001128444,-0.0005703426,-0.0014934931,0.0008635688,-0.00012831703
OR52H1,-0.0015682649,0.00023366092,0.002378609,-0.00069570326,-0.00020746014,0.0004103277,-0.0006416074,-5.846095e-05,-0.00041194045,0.0010262283,-0.00026596314,-0.0003680859,5.1054252e-05,-0.00047369726,0.0005653917,0.00039388821,-0.0004495607,-9.890834e-05,0.0004063993,0.00038822365,-0.00024102021,0.00030411012,0.00019413563,-0.00015279185,-1.2686316e-05,0.0006357162,1.3656571e-06,2.486938e-05,0.00020198517,-0.0003920886,-6.33925e-05,-0.0001708096,0.0005142501,-0.00010720321,-0.00024934724,0.00017194479,3.5684043e-05,-0.00019732544,-0.00023589529,-7.270882e-05,0.00045314708,8.342248e-05,0.0002738268,-0.00026532603,-0.0001339303,-0.00019487482,-0.00021206081,4.267259e-06,-0.0005765218,-0.00034896255,-0.00016830338,0.0005812675,7.51346e-05,-9.986183e-05,-0.00043510433,0.00014980734,0.00048098006,0.00047833062,-0.00021750559,-0.00039661024,-0.0005164738,0.00029757095,-0.00028516137,4.507963e-05,-9.968643e-05,-1.1027209e-05,-0.00012006788,9.49611e-06,-0.00067442225,0.00023112216,0.00018164745,0.00018725508,0.00012683427,0.00045949145,-0.00027311768,2.6511007e-05,-0.00016961915,-6.372434e-05,8.170974e-05,1.2650521e-06,-0.00021985611,-0.00034834052,3.50191e-05,-3.2789743e-05,0.00058925274,-0.00024851362,-4.085815e-05,0.00015450014,-0.00031221207,6.815097e-05,0.00021660428,-0.00021731868,-0.0002023628,2.2863405e-05,-0.00022426077,-0.00014331524,-0.00030774614,-0.00016554826,0.00027405578,-0.00014650883,6.969385e-05,-6.266975e-05,-0.00040046702,-0.00015425755,-3.8113714e-05,-0.0002442569,0.00078789756,0.00025222465,-0.00030687693,0.00047438755,0.0003996694,-0.00033818983,0.00024472264,-0.0002882271,-0.00031998014,-0.00010889501,-0.0003143251,0.00020337141,8.310317e-05,4.5192177e-05,0.00046593577,-0.00023420327,4.7303805e-05,-0.00013858466,-8.57575e-05,0.00011655228,-0.00014453936,0.00012887474,-5.5181143e-05,-0.00034906095,-0.0005252293,0.000268314,0.00026883252,0.000121362835,0.00015387843,-0.000108265616
OR6A2,-0.0003450431,0.0001786595,0.0004420237,0.0003027441,0.0005947981,0.00037382529,-2.6689042e-05,-0.00024609457,-0.0003351681,-0.00016729547,0.0007471808,0.00019429447,-0.00017597486,8.3908664e-05,0.00147862,-0.0007425304,-5.4415636e-05,-0.0011398409,0.0012860328,6.7475405e-05,0.00064059766,0.0018723863,0.0003682891,-0.0031423166,0.00045716882,-7.6484146e-05,-0.0016895524,-0.0005268154,0.00052934897,-0.0006149163,-0.0049480926,0.00012402471,-0.0015444945,-0.0010752508,0.0004211335,-0.0015902958,0.00019271755,0.0012793022,-0.00044617054,0.00036398182,0.00035597399,0.00017986046,0.0009918275,-0.0010345763,0.0006894621,0.0003829851,-0.0008016343,-0.0004966576,0.0014172231,0.0010794668,-0.00011371989,0.0008493493,-0.00022984292,0.00024556808,0.00081720983,0.0038061708,0.0017223709,-0.003343388,-0.0011560615,0.00059962604,-0.00041731008,0.00093770167,-0.0013914526,-0.0028549556,0.0017468409,-0.0001697818,0.00058163184,-0.0027872166,0.0008358523,0.0006693779,0.00042820474,-0.0011184486,-0.00042934992,0.00096586224,0.00050859206,0.0013949346,-0.0013637167,0.00034454325,0.00079031236,0.000570949,-0.0017804588,0.00033856483,0.00063571107,-0.0032692275,0.0005154217,-0.0003190233,-0.00033827627,-6.8282265e-05,-5.2035884e-05,-0.0004981565,6.930339e-05,0.00032008032,-0.0006011511,-0.00026242583,-0.00030401946,0.0013979659,-0.0013466558,0.00043527802,-0.00042878438,0.0013414845,0.00067317946,6.7836576e-05,0.0023895719,0.0003070987,0.0013342887,0.002740684,0.0018861347,0.0016181913,-0.0031327596,-0.0004673409,-0.00037621098,1.8506695e-05,0.0002625963,-0.00089189404,-0.0009303424,0.0004946481,-0.0008029282,-0.0007654596,0.00036909495,0.0018203836,0.0010209512,-0.00023072166,-0.00058043486,0.0007243603,0.001163442,0.0010758152,-0.0003854999,0.0003563887,-0.0011546479,2.496416e-05,0.00044738463,-6.150232e-05,-0.014550601,0.00061420334,-0.00022327508,0.0007945466
OR6N1,-0.00015936376,-0.0007767067,-7.310057e-05,-0.00029433655,0.0003810463,-0.0013175696,-0.0005592215,0.000103061924,-0.0012173036,0.00073908444,-0.0003456969,-0.0006532593,0.00024239597,0.0010363032,-0.00048975134,-0.0006617759,-0.00022491158,0.0009109684,0.0009337351,0.001928774,0.00016628376,-0.0006122119,4.5194025e-05,0.0005873919,-0.00026847576,0.00012811537,0.0015317299,0.00058228435,0.00033787076,0.0026228614,-0.001662371,0.00015803312,-0.0007062797,0.00018115346,0.00045814944,-0.00025810383,0.0003768857,0.0015922326,-0.0003184523,0.0006086742,0.006013927,0.00052376953,-1.5982265e-05,-0.0008365842,0.0008025124,0.00037617268,-0.0024970523,-0.0006721155,-0.002450914,0.00014919411,0.00013710195,0.0017211739,-0.0027500973,0.010019732,-0.00057524774,-0.0009352061,0.00028746587,-0.00015508624,-0.00066877063,0.0026759054,0.00037642918,0.00010913207,0.0015544372,-0.0005624395,0.0012441351,0.0044696126,-0.003968832,-0.00025275146,0.0005220419,0.0011499984,-0.001425547,0.00132838,-0.0010547474,0.00055338803,-0.0010252845,-0.0003500898,0.00068924384,0.001766851,-0.0003150649,0.0007749982,0.00049784157,0.0006260242,-0.0002511183,0.002088796,-3.2805005e-05,0.00049506366,-0.002915511,-0.0012181903,0.0009633423,0.00014584423,0.005170243,0.00064835243,-0.0011617943,0.00042891127,0.000502139,-0.0010922239,0.002992177,0.0007479217,-0.0005492051,0.0034951018,0.00043288214,-0.0027931575,0.00080082857,0.00020016139,0.0058325944,0.000439965,-0.0015271769,0.00019000932,-0.0015052855,0.00021078762,0.002606089,0.002481517,-7.304582e-05,-0.0021501537,-0.000785316,0.001684836,0.0005389264,-0.00038971985,-0.00029743387,0.001828673,-0.0020773315,-0.00010633392,0.010640645,0.0033331031,-0.0028123932,-0.03264811,-0.0010849257,0.0015332518,-0.0014023666,0.00023262754,-0.0015538714,-0.00065369514,-5.7356232e-05,0.00055769103,0.0033776977,0.0012305818
OR7C1,-2.2447204e-05,0.00015275547,-0.00048492663,-0.0005240331,-0.00020092078,-5.725547e-05,-0.00015870601,0.0008768772,-0.00063838786,0.00070611056,0.00028541684,-0.000596208,0.00017655856,-0.00021281428,-0.00035374687,0.0013056679,-0.0021933718,-0.001160877,-0.00041011296,-0.0014955481,-0.0011735993,0.0007327125,0.00012682377,-0.0012727653,0.0022475454,0.001544444,-0.0027509322,0.0036859617,-0.0019123191,-0.0021926435,0.00044535543,0.0003492673,0.0012002208,0.0012775164,0.00054787716,-0.0001560721,-0.00047772698,0.002425165,-0.00046657573,-0.000969592,0.00032241663,0.0003349848,0.0010014187,0.000767379,-0.00084866525,-0.0007860787,0.004035297,-0.0009837417,0.000101324666,0.0023560352,0.0008411197,0.002141097,-0.0024156787,0.00023251947,0.0021156203,-0.000910305,-0.0034618082,-0.000638287,0.00010280812,-0.0013050466,0.0027822687,0.00072176,-0.0009774945,0.0011970098,-0.0035858338,-0.001968248,0.004405897,0.0026323942,-0.0036889056,0.0013290636,-0.0008344227,-0.0002719264,0.00087471656,-0.0010194624,0.00040231828,0.0012860863,-0.00035732987,-0.00016603645,-0.00026694915,0.00070805434,-0.0010808918,0.00061000057,0.0010824605,0.0009478688,-0.001631909,-0.0028738368,-0.0009477086,0.0028006858,0.0015518332,-0.0037572167,0.002817995,-2.1768228e-05,0.00024244668,0.0021874956,-0.003683476,0.0017812514,0.00045353692,0.00013641476,-0.0019425274,-0.0017669728,-0.0019126475,1.7538887e-05,0.00011236065,0.00031863237,0.00073483266,-0.00061858253,0.0010036697,-0.0001437059,0.0012488754,-0.0006566992,0.00012785594,0.0015562604,0.0013815322,-0.0022588514,0.0006733116,0.0020101957,0.0007127614,-0.0061864015,-0.0018514452,0.005486005,-0.0004941902,-0.0007215465,-0.00095478585,0.00064046343,-0.00092400727,-0.00011986552,-0.00091229496,0.0031671315,-0.0045091207,-0.0025674005,-0.0012072456,-0.0044557247,-0.0015479879,0.0015977701,0.00015206059,2.0802381e-05
